data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pelny numer tabeli
20200618;0.1273;3.9589;2.7298;0.5108;2.9256;2.5565;2.8447;4.4534;1.2910;4.1685;4.9551;0.1479;3.6985;0.1673;0.5973;2.9222;0.4185;0.4240;0.5902;0.9204;2.2770;0.5769;1.1502;0.4939;0.0790;0.1782;0.2302;0.7571;0.9260;0.0571;2.8107;5.1992;0.3274;0.5593;5.4710;117;117/A/NBP/2020;
20200619;0.1282;3.9741;2.7276;0.5128;2.9250;2.5527;2.8508;4.4573;1.2877;4.1811;4.9328;0.1487;3.7163;0.1672;0.5978;2.9057;0.4170;0.4218;0.5897;0.9204;2.2790;0.5793;1.1541;0.4861;0.0793;0.1755;0.2286;0.7389;0.9292;0.0572;2.8185;5.2169;0.3289;0.5616;5.4828;118;118/A/NBP/2020;
20200622;0.1279;3.9667;2.7314;0.5118;2.9241;2.5600;2.8438;4.4524;1.2859;4.1769;4.9293;0.1488;3.7103;0.1672;0.5972;2.8799;0.4142;0.4222;0.5881;0.9195;2.2765;0.5786;1.1507;0.4853;0.0791;0.1763;0.2282;0.7467;0.9273;0.0572;2.7963;5.2182;0.3269;0.5606;5.4708;119;119/A/NBP/2020;
20200623;0.1269;3.9311;2.7206;0.5073;2.9051;2.5494;2.8239;4.4386;1.2711;4.1616;4.9075;0.1478;3.6727;0.1666;0.5954;2.8562;0.4125;0.4220;0.5859;0.9165;2.2694;0.5731;1.1450;0.4796;0.0784;0.1760;0.2280;0.7483;0.9193;0.0572;2.7762;5.1950;0.3251;0.5564;5.4543;120;120/A/NBP/2020;
20200624;0.1278;3.9395;2.7263;0.5084;2.9056;2.5384;2.8375;4.4532;1.2693;4.1702;4.9256;0.1478;3.6982;0.1669;0.5976;2.8437;0.4125;0.4234;0.5878;0.9194;2.2769;0.5745;1.1505;0.4809;0.0788;0.1756;0.2281;0.7646;0.9215;0.0571;2.7883;5.2090;0.3277;0.5569;5.4357;121;121/A/NBP/2020;
20200625;0.1282;3.9623;2.7267;0.5112;2.9074;2.5508;2.8467;4.4495;1.2575;4.1754;4.9307;0.1484;3.6958;0.1662;0.5970;2.8323;0.4100;0.4241;0.5880;0.9190;2.2750;0.5775;1.1510;0.4838;0.0792;0.1738;0.2271;0.7409;0.9262;0.0572;2.7953;5.2443;0.3292;0.5577;5.4564;122;122/A/NBP/2020;
20200626;0.1284;3.9697;2.7337;0.5122;2.9082;2.5591;2.8547;4.4616;1.2571;4.1919;4.9250;0.1487;3.7146;0.1665;0.5986;2.8710;0.4110;0.4261;0.5902;0.9215;2.2812;0.5790;1.1552;0.4906;0.0795;0.1746;0.2308;0.7405;0.9259;0.0574;2.7917;5.2511;0.3310;0.5593;5.4872;123;123/A/NBP/2020;
20200629;0.1284;3.9656;2.7260;0.5117;2.9029;2.5527;2.8485;4.4631;1.2550;4.1893;4.8900;0.1484;3.6992;0.1666;0.5988;2.8720;0.4092;0.4251;0.5894;0.9212;2.2819;0.5786;1.1539;0.4827;0.0796;0.1720;0.2299;0.7229;0.9255;0.0565;2.7839;5.2516;0.3304;0.5605;5.4862;124;124/A/NBP/2020;
20200630;0.1289;3.9806;2.7262;0.5136;2.9084;2.5479;2.8513;4.4660;1.2525;4.1818;4.8851;0.1493;3.6967;0.1666;0.5992;2.8739;0.4088;0.4249;0.5900;0.9220;2.2834;0.5807;1.1503;0.4845;0.0797;0.1720;0.2297;0.7366;0.9295;0.0564;2.7923;5.2681;0.3308;0.5632;5.4609;125;125/A/NBP/2020;
20200701;0.1279;3.9591;2.7369;0.5108;2.9205;2.5597;2.8418;4.4465;1.2574;4.1804;4.9043;0.1480;3.6818;0.1668;0.5966;2.8613;0.4150;0.4247;0.5878;0.9193;2.2734;0.5791;1.1454;0.4812;0.0794;0.1734;0.2298;0.7247;0.9238;0.0558;2.7754;5.2383;0.3292;0.5607;5.4626;126;126/A/NBP/2020;
20200702;0.1273;3.9528;2.7401;0.5100;2.9100;2.5763;2.8399;4.4659;1.2700;4.1920;4.9500;0.1455;3.6817;0.1678;0.5994;2.8664;0.4187;0.4276;0.5905;0.9242;2.2834;0.5764;1.1470;0.4888;0.0796;0.1751;0.2339;0.7433;0.9223;0.0562;2.7491;5.2954;0.3298;0.5595;5.4910;127;127/A/NBP/2020;
20200703;0.1278;3.9764;2.7581;0.5131;2.9316;2.5956;2.8520;4.4671;1.2720;4.2018;4.9560;0.1465;3.7004;0.1678;0.5995;2.8580;0.4183;0.4269;0.5910;0.9233;2.2840;0.5800;1.1582;0.4964;0.0803;0.1771;0.2348;0.7419;0.9276;0.0564;2.7405;5.3221;0.3316;0.5626;5.4654;128;128/A/NBP/2020;
20200706;0.1274;3.9588;2.7564;0.5108;2.9236;2.5897;2.8419;4.4697;1.2667;4.2020;4.9449;0.1461;3.6803;0.1674;0.5999;2.8560;0.4203;0.4268;0.5918;0.9240;2.2853;0.5763;1.1498;0.4933;0.0802;0.1776;0.2324;0.7449;0.9243;0.0552;2.7321;5.2993;0.3314;0.5628;5.4903;129;129/A/NBP/2020;
20200707;0.1272;3.9689;2.7488;0.5121;2.9221;2.5885;2.8432;4.4710;1.2639;4.2027;4.9496;0.1475;3.6859;0.1673;0.5999;2.8478;0.4193;0.4265;0.5923;0.9240;2.2860;0.5779;1.1454;0.4965;0.0801;0.1753;0.2316;0.7410;0.9279;0.0551;2.7486;5.2977;0.3315;0.5650;5.4919;130;130/A/NBP/2020;
20200708;0.1270;3.9666;2.7526;0.5118;2.9158;2.5942;2.8413;4.4739;1.2600;4.2121;4.9699;0.1471;3.6874;0.1673;0.6005;2.8460;0.4183;0.4290;0.5934;0.9245;2.2874;0.5776;1.1476;0.5024;0.0801;0.1747;0.2323;0.7373;0.9280;0.0558;2.7527;5.2886;0.3316;0.5652;5.4738;131;131/A/NBP/2020;
20200709;0.1266;3.9486;2.7579;0.5095;2.9257;2.5976;2.8367;4.4738;1.2627;4.2081;4.9914;0.1466;3.6805;0.1679;0.6005;2.8297;0.4206;0.4298;0.5937;0.9241;2.2874;0.5747;1.1461;0.5018;0.0799;0.1742;0.2344;0.7389;0.9267;0.0558;2.7431;5.2633;0.3305;0.5651;5.4791;132;132/A/NBP/2020;
20200710;0.1266;3.9646;2.7527;0.5116;2.9124;2.6007;2.8467;4.4745;1.2650;4.2099;4.9941;0.1471;3.7134;0.1675;0.6007;2.8195;0.4176;0.4302;0.5944;0.9244;2.2878;0.5792;1.1478;0.5028;0.0802;0.1742;0.2345;0.7426;0.9291;0.0557;2.7466;5.2719;0.3301;0.5656;5.4660;133;133/A/NBP/2020;
20200713;0.1261;3.9564;2.7551;0.5105;2.9164;2.5952;2.8450;4.4745;1.2646;4.2006;4.9886;0.1460;3.6955;0.1675;0.6010;2.8106;0.4184;0.4303;0.5938;0.9237;2.2878;0.5780;1.1474;0.4993;0.0800;0.1759;0.2357;0.7431;0.9275;0.0559;2.7427;5.2623;0.3289;0.5651;5.4938;134;134/A/NBP/2020;
20200714;0.1253;3.9570;2.7479;0.5106;2.9035;2.5819;2.8387;4.4916;1.2648;4.2117;4.9576;0.1458;3.6874;0.1683;0.6033;2.8143;0.4185;0.4313;0.5966;0.9274;2.2965;0.5763;1.1492;0.5010;0.0799;0.1744;0.2353;0.7323;0.9265;0.0556;2.7384;5.2484;0.3283;0.5639;5.4931;135;135/A/NBP/2020;
20200715;0.1242;3.9117;2.7389;0.5047;2.8806;2.5634;2.8171;4.4738;1.2642;4.1677;4.9309;0.1442;3.6590;0.1680;0.6009;2.8031;0.4195;0.4320;0.5942;0.9235;2.2874;0.5697;1.1391;0.4974;0.0792;0.1752;0.2354;0.7286;0.9176;0.0553;2.6815;5.2069;0.3258;0.5596;5.4497;136;136/A/NBP/2020;
20200716;0.1245;3.9422;2.7528;0.5084;2.9144;2.5828;2.8299;4.4913;1.2682;4.1719;4.9434;0.1445;3.6824;0.1682;0.6033;2.8071;0.4221;0.4332;0.5961;0.9274;2.2963;0.5764;1.1489;0.5041;0.0796;0.1759;0.2365;0.7341;0.9231;0.0553;2.6955;5.2398;0.3273;0.5630;5.4567;137;137/A/NBP/2020;
20200717;0.1239;3.9263;2.7457;0.5064;2.8931;2.5729;2.8248;4.4827;1.2669;4.1647;4.9331;0.1435;3.6649;0.1678;0.6021;2.7982;0.4230;0.4338;0.5946;0.9256;2.2919;0.5724;1.1425;0.4974;0.0794;0.1751;0.2351;0.7365;0.9198;0.0546;2.6719;5.2365;0.3261;0.5610;5.4487;138;138/A/NBP/2020;
20200720;0.1226;3.8997;2.7285;0.5030;2.8736;2.5601;2.8046;4.4683;1.2685;4.1513;4.9091;0.1411;3.6376;0.1679;0.5999;2.7892;0.4211;0.4335;0.5933;0.9226;2.2846;0.5686;1.1374;0.4950;0.0790;0.1732;0.2338;0.7243;0.9149;0.0542;2.6376;5.2078;0.3241;0.5580;5.4304;139;139/A/NBP/2020;
20200721;0.1225;3.8812;2.7383;0.5007;2.8765;2.5553;2.7925;4.4417;1.2630;4.1355;4.9276;0.1402;3.6173;0.1674;0.5967;2.7761;0.4226;0.4333;0.5899;0.9174;2.2710;0.5660;1.1322;0.4936;0.0786;0.1733;0.2346;0.7283;0.9107;0.0548;2.6334;5.2004;0.3245;0.5551;5.3946;140;140/A/NBP/2020;
20200722;0.1218;3.8534;2.7461;0.4971;2.8602;2.5606;2.7804;4.4401;1.2677;4.1248;4.8771;0.1387;3.6002;0.1682;0.5965;2.8084;0.4204;0.4331;0.5904;0.9171;2.2702;0.5625;1.1255;0.4994;0.0781;0.1719;0.2339;0.7452;0.9052;0.0544;2.6303;5.1587;0.3217;0.5495;5.3955;141;141/A/NBP/2020;
20200723;0.1202;3.8060;2.7213;0.4910;2.8447;2.5436;2.7512;4.4108;1.2722;4.1014;4.8412;0.1364;3.5524;0.1678;0.5926;2.7952;0.4173;0.4305;0.5863;0.9124;2.2552;0.5577;1.1126;0.4956;0.0771;0.1706;0.2309;0.7434;0.8951;0.0536;2.6104;5.0904;0.3181;0.5436;5.3174;142;142/A/NBP/2020;
20200724;0.1200;3.8029;2.6929;0.4907;2.8312;2.5203;2.7453;4.4117;1.2697;4.1089;4.8406;0.1371;3.5737;0.1677;0.5927;2.7958;0.4119;0.4287;0.5870;0.9126;2.2556;0.5571;1.1124;0.4936;0.0770;0.1687;0.2272;0.7297;0.8920;0.0533;2.6029;5.0820;0.3160;0.5421;5.3238;143;143/A/NBP/2020;
20200727;0.1193;3.7643;2.6811;0.4856;2.8105;2.5075;2.7266;4.4023;1.2731;4.0893;4.8326;0.1356;3.5671;0.1680;0.5914;2.7863;0.4132;0.4288;0.5857;0.9119;2.2508;0.5493;1.1032;0.4862;0.0765;0.1691;0.2277;0.7193;0.8852;0.0526;2.5925;5.0303;0.3143;0.5376;5.2967;144;144/A/NBP/2020;
20200728;0.1188;3.7532;2.6806;0.4842;2.8061;2.4973;2.7189;4.3987;1.2707;4.0787;4.8335;0.1356;3.5603;0.1678;0.5910;2.7770;0.4112;0.4277;0.5861;0.9102;2.2490;0.5463;1.0994;0.4884;0.0763;0.1703;0.2275;0.7295;0.8825;0.0522;2.5819;5.0150;0.3128;0.5358;5.2547;145;145/A/NBP/2020;
20200729;0.1195;3.7610;2.7009;0.4853;2.8173;2.5075;2.7355;4.4194;1.2727;4.1078;4.8766;0.1358;3.5848;0.1684;0.5938;2.7865;0.4142;0.4301;0.5897;0.9139;2.2596;0.5397;1.1040;0.4917;0.0766;0.1718;0.2288;0.7298;0.8863;0.0521;2.5876;5.0341;0.3154;0.5373;5.3014;146;146/A/NBP/2020;
20200730;0.1196;3.7549;2.6795;0.4845;2.7982;2.4878;2.7291;4.4090;1.2748;4.1058;4.8761;0.1356;3.5728;0.1678;0.5924;2.7730;0.4116;0.4277;0.5889;0.9126;2.2543;0.5372;1.1019;0.4958;0.0764;0.1693;0.2235;0.7262;0.8850;0.0511;2.5718;5.0154;0.3140;0.5360;5.2900;147;147/A/NBP/2020;
20200731;0.1191;3.7166;2.6727;0.4796;2.7695;2.4829;2.7105;4.4072;1.2784;4.0946;4.8790;0.1342;3.5502;0.1685;0.5920;2.7614;0.4102;0.4283;0.5886;0.9120;2.2533;0.5327;1.0908;0.4881;0.0758;0.1679;0.2194;0.7209;0.8767;0.0503;2.5456;4.9664;0.3124;0.5328;5.2808;148;148/A/NBP/2020;
20200803;0.1202;3.7499;2.6721;0.4838;2.7950;2.4884;2.7273;4.4168;1.2811;4.0887;4.9125;0.1353;3.5509;0.1679;0.5931;2.7605;0.4107;0.4283;0.5910;0.9137;2.2583;0.5367;1.0976;0.4955;0.0764;0.1677;0.2179;0.7181;0.8876;0.0507;2.5630;4.9981;0.3139;0.5374;5.2678;149;149/A/NBP/2020;
20200804;0.1201;3.7364;2.6693;0.4821;2.7951;2.4705;2.7174;4.4060;1.2779;4.0806;4.8828;0.1342;3.5265;0.1681;0.5918;2.7538;0.4097;0.4281;0.5899;0.9114;2.2527;0.5361;1.0960;0.4931;0.0761;0.1655;0.2166;0.7023;0.8849;0.0508;2.5557;4.9797;0.3130;0.5352;5.2818;150;150/A/NBP/2020;
20200805;0.1198;3.7143;2.6744;0.4792;2.7983;2.4712;2.7111;4.3979;1.2715;4.0810;4.8665;0.1342;3.5144;0.1683;0.5904;2.7487;0.4105;0.4270;0.5889;0.9099;2.2486;0.5287;1.0870;0.4813;0.0757;0.1648;0.2153;0.7020;0.8848;0.0508;2.5527;4.9632;0.3128;0.5350;5.2610;151;151/A/NBP/2020;
20200806;0.1197;3.7240;2.6753;0.4805;2.8028;2.4720;2.7167;4.4101;1.2736;4.0996;4.9009;0.1347;3.5237;0.1687;0.5919;2.7529;0.4143;0.4278;0.5905;0.9118;2.2548;0.5200;1.0926;0.4790;0.0759;0.1655;0.2120;0.7037;0.8887;0.0508;2.5532;4.9658;0.3140;0.5361;5.2531;152;152/A/NBP/2020;
20200807;0.1197;3.7302;2.6912;0.4813;2.7937;2.4824;2.7214;4.4139;1.2750;4.0856;4.8878;0.1349;3.5324;0.1678;0.5925;2.7552;0.4142;0.4280;0.5916;0.9124;2.2568;0.5063;1.0943;0.4822;0.0761;0.1658;0.2118;0.6995;0.8902;0.0507;2.5505;4.9782;0.3147;0.5359;5.2657;153;153/A/NBP/2020;
20200810;0.1201;3.7393;2.6776;0.4825;2.7950;2.4673;2.7231;4.4023;1.2746;4.0843;4.8904;0.1355;3.5295;0.1676;0.5911;2.7412;0.4141;0.4276;0.5899;0.9102;2.2508;0.5103;1.0982;0.4741;0.0762;0.1668;0.2114;0.6875;0.8910;0.0508;2.5542;4.9924;0.3150;0.5364;5.2563;154;154/A/NBP/2020;
20200811;0.1203;3.7390;2.6822;0.4825;2.8103;2.4750;2.7246;4.4016;1.2762;4.0896;4.8934;0.1355;3.5237;0.1679;0.5910;2.7322;0.4162;0.4283;0.5887;0.9105;2.2505;0.5151;1.0991;0.4639;0.0763;0.1674;0.2128;0.6821;0.8907;0.0513;2.5470;5.0106;0.3156;0.5380;5.2641;155;155/A/NBP/2020;
20200812;0.1206;3.7558;2.6767;0.4846;2.8216;2.4574;2.7340;4.4123;1.2763;4.1005;4.9028;0.1364;3.5161;0.1684;0.5925;2.7389;0.4180;0.4296;0.5901;0.9125;2.2560;0.5128;1.1032;0.4727;0.0768;0.1678;0.2145;0.6979;0.8958;0.0513;2.5446;5.0191;0.3170;0.5405;5.2786;156;156/A/NBP/2020;
20200813;0.1198;3.7176;2.6650;0.4797;2.8108;2.4419;2.7115;4.4011;1.2758;4.0887;4.8652;0.1357;3.4824;0.1685;0.5910;2.7319;0.4178;0.4285;0.5863;0.9104;2.2502;0.5049;1.0917;0.4692;0.0762;0.1663;0.2127;0.6839;0.8870;0.0506;2.5162;4.9696;0.3140;0.5354;5.2641;157;157/A/NBP/2020;
20200814;0.1197;3.7227;2.6610;0.4803;2.8107;2.4338;2.7128;4.3988;1.2703;4.0906;4.8692;0.1360;3.4883;0.1684;0.5905;2.7305;0.4174;0.4273;0.5839;0.9097;2.2490;0.5051;1.0939;0.4691;0.0764;0.1678;0.2131;0.6934;0.8877;0.0507;2.5160;4.9718;0.3138;0.5356;5.2456;158;158/A/NBP/2020;
20200817;0.1188;3.7076;2.6621;0.4784;2.8013;2.4209;2.7065;4.3892;1.2610;4.0828;4.8537;0.1358;3.4818;0.1682;0.5894;2.7211;0.4176;0.4265;0.5830;0.9079;2.2441;0.5015;1.0881;0.4649;0.0762;0.1686;0.2128;0.6839;0.8843;0.0506;2.5061;4.9523;0.3126;0.5342;5.2377;159;159/A/NBP/2020;
20200818;0.1185;3.6895;2.6702;0.4762;2.8036;2.4204;2.7034;4.3953;1.2563;4.0773;4.8599;0.1355;3.4951;0.1683;0.5903;2.7266;0.4179;0.4256;0.5835;0.9091;2.2473;0.4994;1.0844;0.4568;0.0760;0.1672;0.2119;0.6696;0.8821;0.0504;2.4851;4.9427;0.3114;0.5331;5.2352;160;160/A/NBP/2020;
20200819;0.1177;3.6732;2.6702;0.4740;2.7949;2.4378;2.6940;4.3864;1.2544;4.0707;4.8651;0.1344;3.4857;0.1681;0.5891;2.7160;0.4162;0.4252;0.5823;0.9060;2.2427;0.4980;1.0803;0.4622;0.0757;0.1660;0.2130;0.6718;0.8798;0.0501;2.4868;4.9098;0.3117;0.5319;5.2154;161;161/A/NBP/2020;
20200820;0.1183;3.7164;2.6598;0.4795;2.8117;2.4282;2.7128;4.3991;1.2536;4.0734;4.8714;0.1353;3.5081;0.1687;0.5909;2.7172;0.4156;0.4258;0.5844;0.9090;2.2492;0.5079;1.0922;0.4738;0.0764;0.1674;0.2148;0.6687;0.8907;0.0503;2.5160;4.9514;0.3130;0.5370;5.2284;162;162/A/NBP/2020;
20200821;0.1178;3.7164;2.6689;0.4795;2.8161;2.4281;2.7160;4.3902;1.2529;4.0814;4.9058;0.1357;3.5220;0.1685;0.5897;2.7067;0.4152;0.4243;0.5835;0.9071;2.2447;0.5144;1.0918;0.4727;0.0764;0.1681;0.2149;0.6688;0.8895;0.0501;2.5162;4.9632;0.3126;0.5376;5.2334;163;163/A/NBP/2020;
20200824;0.1185;3.7273;2.6760;0.4809;2.8321;2.4339;2.7217;4.4064;1.2523;4.0959;4.8841;0.1357;3.5217;0.1687;0.5919;2.7100;0.4148;0.4255;0.5851;0.9103;2.2529;0.5062;1.0951;0.4700;0.0768;0.1700;0.2192;0.6633;0.8927;0.0502;2.5408;5.0304;0.3139;0.5392;5.2851;164;164/A/NBP/2020;
20200825;0.1180;3.7144;2.6598;0.4792;2.8090;2.4250;2.7121;4.3915;1.2416;4.0842;4.8686;0.1353;3.4925;0.1684;0.5901;2.6975;0.4142;0.4239;0.5831;0.9074;2.2453;0.5021;1.0917;0.4726;0.0766;0.1690;0.2206;0.6620;0.8906;0.0497;2.5363;5.0023;0.3129;0.5373;5.2365;165;165/A/NBP/2020;
20200826;0.1189;3.7269;2.6855;0.4809;2.8283;2.4481;2.7251;4.4032;1.2440;4.0947;4.9036;0.1359;3.5087;0.1680;0.5915;2.7030;0.4165;0.4256;0.5851;0.9096;2.2513;0.5075;1.0959;0.4735;0.0768;0.1701;0.2221;0.6765;0.8936;0.0493;2.5401;5.0162;0.3141;0.5409;5.2615;166;166/A/NBP/2020;
20200827;0.1194;3.7286;2.7044;0.4811;2.8355;2.4741;2.7310;4.4124;1.2385;4.1078;4.9265;0.1358;3.5157;0.1678;0.5928;2.7037;0.4192;0.4279;0.5863;0.9112;2.2560;0.5083;1.0965;0.4752;0.0767;0.1699;0.2212;0.6648;0.8935;0.0497;2.5433;5.0494;0.3149;0.5417;5.2855;167;167/A/NBP/2020;
20200828;0.1186;3.6983;2.7053;0.4772;2.8287;2.4729;2.7182;4.4043;1.2379;4.0945;4.9117;0.1346;3.4935;0.1677;0.5917;2.6938;0.4198;0.4285;0.5853;0.9100;2.2519;0.5055;1.0971;0.4715;0.0763;0.1681;0.2198;0.6640;0.8864;0.0497;2.5287;5.0433;0.3124;0.5387;5.2687;168;168/A/NBP/2020;
20200831;0.1186;3.6924;2.7169;0.4765;2.8252;2.4857;2.7140;4.3969;1.2419;4.0884;4.9166;0.1339;3.4871;0.1677;0.5907;2.6859;0.4205;0.4274;0.5843;0.9085;2.2481;0.5031;1.0969;0.4737;0.0762;0.1691;0.2215;0.6852;0.8864;0.0500;2.5355;5.0236;0.3110;0.5390;5.2342;169;169/A/NBP/2020;
20200901;0.1181;3.6707;2.7106;0.4736;2.8238;2.4847;2.7034;4.3946;1.2375;4.0659;4.9256;0.1329;3.4706;0.1677;0.5904;2.6780;0.4219;0.4254;0.5838;0.9081;2.2469;0.4997;1.0933;0.4728;0.0757;0.1683;0.2197;0.6683;0.8861;0.0499;2.5193;5.0258;0.3099;0.5377;5.2224;170;170/A/NBP/2020;
20200902;0.1190;3.7191;2.7305;0.4799;2.8461;2.5134;2.7310;4.4097;1.2348;4.0742;4.9614;0.1345;3.5020;0.1675;0.5926;2.6839;0.4236;0.4279;0.5854;0.9107;2.2546;0.5038;1.1055;0.4822;0.0765;0.1704;0.2223;0.6889;0.8971;0.0502;2.5223;5.0879;0.3133;0.5447;5.2368;171;171/A/NBP/2020;
20200903;0.1191;3.7337;2.7319;0.4818;2.8555;2.5218;2.7389;4.4181;1.2351;4.0975;4.9697;0.1351;3.5140;0.1681;0.5938;2.6858;0.4208;0.4276;0.5863;0.9121;2.2589;0.5022;1.1094;0.4841;0.0769;0.1722;0.2232;0.6991;0.9011;0.0496;2.5270;5.0879;0.3141;0.5464;5.2791;172;172/A/NBP/2020;
20200904;0.1196;3.7533;2.7362;0.4842;2.8664;2.5232;2.7520;4.4508;1.2382;4.1259;4.9953;0.1355;3.5336;0.1685;0.5981;2.7024;0.4223;0.4297;0.5903;0.9177;2.2756;0.5046;1.1145;0.4843;0.0773;0.1738;0.2256;0.7094;0.9045;0.0500;2.5450;5.1300;0.3158;0.5488;5.3267;173;173/A/NBP/2020;
20200907;0.1201;3.7666;2.7429;0.4860;2.8739;2.5251;2.7576;4.4570;1.2380;4.1253;4.9688;0.1358;3.5467;0.1681;0.5990;2.7061;0.4212;0.4304;0.5912;0.9181;2.2788;0.5050;1.1143;0.4882;0.0775;0.1743;0.2260;0.7108;0.9068;0.0498;2.5556;5.1315;0.3172;0.5514;5.3279;174;174/A/NBP/2020;
20200908;0.1198;3.7652;2.7368;0.4858;2.8652;2.5137;2.7513;4.4461;1.2345;4.1027;4.9341;0.1354;3.5421;0.1676;0.5975;2.6962;0.4194;0.4285;0.5899;0.9158;2.2732;0.5044;1.1133;0.4857;0.0775;0.1733;0.2235;0.7104;0.9038;0.0495;2.5500;5.1119;0.3167;0.5509;5.3148;175;175/A/NBP/2020;
20200909;0.1207;3.7871;2.7377;0.4886;2.8617;2.5099;2.7633;4.4550;1.2443;4.1256;4.9002;0.1360;3.5731;0.1681;0.5987;2.6951;0.4146;0.4291;0.5918;0.9167;2.2778;0.5053;1.1127;0.4899;0.0779;0.1736;0.2247;0.7063;0.9081;0.0498;2.5616;5.1506;0.3189;0.5530;5.3366;176;176/A/NBP/2020;
20200910;0.1201;3.7610;2.7342;0.4853;2.8577;2.5109;2.7483;4.4504;1.2447;4.1389;4.8949;0.1351;3.5454;0.1675;0.5982;2.6874;0.4170;0.4300;0.5907;0.9161;2.2754;0.5034;1.1031;0.4906;0.0774;0.1757;0.2260;0.7083;0.9030;0.0498;2.5315;5.1180;0.3168;0.5499;5.3262;177;177/A/NBP/2020;
20200911;0.1198;3.7534;2.7379;0.4843;2.8490;2.5072;2.7468;4.4504;1.2450;4.1309;4.7983;0.1345;3.5332;0.1676;0.5981;2.7557;0.4159;0.4290;0.5904;0.9163;2.2754;0.5026;1.0901;0.4855;0.0773;0.1762;0.2241;0.7053;0.9036;0.0501;2.5207;5.1054;0.3162;0.5492;5.3080;178;178/A/NBP/2020;
20200914;0.1198;3.7522;2.7289;0.4842;2.8482;2.5115;2.7466;4.4490;1.2434;4.1334;4.8207;0.1339;3.5401;0.1673;0.5980;2.7599;0.4164;0.4278;0.5902;0.9161;2.2747;0.5007;1.0893;0.4874;0.0774;0.1770;0.2252;0.7054;0.9058;0.0501;2.5216;5.1035;0.3173;0.5499;5.3004;179;179/A/NBP/2020;
20200915;0.1200;3.7445;2.7389;0.4832;2.8439;2.5188;2.7519;4.4492;1.2441;4.1321;4.8232;0.1334;3.5394;0.1663;0.5980;2.7773;0.4152;0.4279;0.5904;0.9161;2.2748;0.4993;1.0949;0.4893;0.0773;0.1775;0.2252;0.7106;0.9065;0.0498;2.5224;5.0860;0.3175;0.5527;5.2970;180;180/A/NBP/2020;
20200916;0.1205;3.7526;2.7491;0.4842;2.8495;2.5298;2.7638;4.4528;1.2405;4.1373;4.8447;0.1335;3.5672;0.1664;0.5985;2.7726;0.4175;0.4279;0.5907;0.9163;2.2767;0.5007;1.0983;0.4917;0.0776;0.1786;0.2292;0.7112;0.9085;0.0501;2.5295;5.1017;0.3198;0.5549;5.3044;181;181/A/NBP/2020;
20200917;0.1210;3.7713;2.7519;0.4866;2.8550;2.5356;2.7736;4.4514;1.2365;4.1410;4.8874;0.1340;3.6003;0.1666;0.5983;2.7683;0.4165;0.4272;0.5903;0.9159;2.2759;0.4994;1.1012;0.4960;0.0778;0.1789;0.2305;0.7200;0.9112;0.0501;2.5430;5.1221;0.3217;0.5571;5.3138;182;182/A/NBP/2020;
20200918;0.1211;3.7585;2.7470;0.4850;2.8562;2.5493;2.7719;4.4574;1.2349;4.1378;4.8811;0.1334;3.5973;0.1671;0.5991;2.7720;0.4155;0.4280;0.5910;0.9174;2.2790;0.4969;1.1001;0.4938;0.0776;0.1799;0.2330;0.7173;0.9117;0.0501;2.5507;5.1179;0.3239;0.5562;5.3209;183;183/A/NBP/2020;
20200921;0.1216;3.7963;2.7634;0.4898;2.8710;2.5554;2.7951;4.4800;1.2344;4.1560;4.8759;0.1346;3.6461;0.1667;0.6021;2.7792;0.4130;0.4303;0.5939;0.9221;2.2906;0.4994;1.1048;0.4973;0.0784;0.1773;0.2298;0.7044;0.9216;0.0497;2.5826;5.1646;0.3265;0.5603;5.3634;184;184/A/NBP/2020;
20200922;0.1223;3.8359;2.7654;0.4950;2.8820;2.5584;2.8129;4.5055;1.2431;4.1902;4.9195;0.1361;3.6688;0.1660;0.6055;2.7881;0.4120;0.4329;0.5973;0.9273;2.3036;0.5010;1.1093;0.4953;0.0792;0.1793;0.2285;0.7084;0.9276;0.0503;2.5945;5.2177;0.3299;0.5652;5.4022;185;185/A/NBP/2020;
20200923;0.1220;3.8399;2.7363;0.4955;2.8825;2.5340;2.8119;4.4946;1.2343;4.1740;4.8785;0.1362;3.6546;0.1668;0.6039;2.7882;0.4098;0.4304;0.5954;0.9239;2.2980;0.4997;1.1130;0.4941;0.0792;0.1759;0.2276;0.7018;0.9248;0.0504;2.5921;5.2238;0.3305;0.5655;5.4053;186;186/A/NBP/2020;
20200924;0.1229;3.8833;2.7375;0.5011;2.8990;2.5357;2.8244;4.5272;1.2394;4.1998;4.9467;0.1375;3.6866;0.1675;0.6082;2.8050;0.4063;0.4282;0.5994;0.9290;2.3147;0.5036;1.1175;0.4958;0.0800;0.1732;0.2277;0.6943;0.9319;0.0502;2.6082;5.2547;0.3309;0.5689;5.4509;187;187/A/NBP/2020;
